378,RANC,Supra Boga Lestari Tbk.,1.564.487.500,Pengembangan
379,RBMS,Ristia Bintang Mahkotasejati T,2.656.212.826,Pemantauan Khusus
380,RDTX,Roda Vivatex Tbk,268.800.000,Pemantauan Khusus
381,RELI,Reliance Sekuritas Indonesia T,1.800.000.000,Pengembangan
382,RICY,Ricky Putra Globalindo Tbk,641.717.510,Pengembangan
383,RIGS,Rig Tenders Indonesia Tbk.,609.130.000,Pengembangan
384,RIMO,Rimo International Lestari Tbk,45.080.600.000,Pemantauan Khusus
385,RODA,Pikko Land Development Tbk.,13.592.128.209,Pemantauan Khusus
386,ROTI,Nippon Indosari Corpindo Tbk.,6.186.488.888,Pengembangan
387,RUIS,Radiant Utama Interinsco Tbk.,770.000.000,Pengembangan
388,SAFE,Steady Safe Tbk,615.145.012,Pengembangan
389,SAME,Sarana Meditama Metropolitan T,17.147.132.545,Utama
390,SCCO,Supreme Cable Manufacturing & ,822.333.600,Pengembangan
391,SCMA,Surya Citra Media Tbk.,73.970.569.505,Utama
392,SCPI,Organon Pharma Indonesia Tbk.,3.600.000,Pengembangan
393,SDMU,Sidomulyo Selaras Tbk.,1.135.225.000,Pemantauan Khusus
394,SDPC,Millennium Pharmacon Internati,1.274.000.000,Pengembangan
395,SDRA,Bank Woori Saudara Indonesia 1,14.545.267.990,Utama
396,SGRO,Sampoerna Agro Tbk.,1.818.622.000,Utama
397,SHID,Hotel Sahid Jaya International,1.119.326.168,Pengembangan
398,SIDO,Industri Jamu dan Farmasi Sido,30.000.000.000,Utama
399,SILO,Siloam International Hospitals,13.006.125.000,Utama
400,SIMA,Siwani Makmur Tbk,442.589.871,Pemantauan Khusus
401,SIMP,Salim Ivomas Pratama Tbk.,15.501.310.000,Utama
402,SIPD,Sreeya Sewu Indonesia Tbk.,1.839.102.056,Pengembangan
403,SKBM,Sekar Bumi Tbk.,1.730.103.217,Pengembangan
404,SKLT,Sekar Laut Tbk.,6.907.405.000,Pengembangan
405,SKYB,Northcliff Citranusa Indonesia,585.000.000,Pemantauan Khusus
406,SMAR,Smart Tbk.,2.872.193.366,Pengembangan
407,SMBR,Semen Baturaja Tbk.,9.932.534.336,Utama
408,SMCB,Solusi Bangun Indonesia Tbk.,9.019.381.973,Pemantauan Khusus
409,SMDM,Suryamas Dutamakmur Tbk.,4.772.138.237,Pengembangan
410,SMDR,Samudera Indonesia  Tbk.,16.375.600.000,Utama
411,SMGR,Semen Indonesia (Persero) Tbk.,6.751.540.089,Utama
412,SMMA,Sinarmas Multiartha Tbk.,6.367.664.717,Utama
413,SMMT,Golden Eagle Energy Tbk.,3.150.000.000,Pemantauan Khusus
414,SMRA,Summarecon Agung Tbk.,16.508.568.358,Utama
415,SMRU,SMR Utama Tbk.,12.499.385.782,Pemantauan Khusus
416,SMSM,Selamat Sempurna Tbk.,5.758.675.440,Utama
417,SOCI,Soechi Lines Tbk.,7.059.000.000,Utama
418,SONA,Sona Topas Tourism Industry Tb,662.400.000,Pengembangan
419,SPMA,Suparma Tbk.,3.154.092.216,Pengembangan
420,SQMI,Wilton Makmur Indonesia Tbk.,15.537.591.429,Pemantauan Khusus
421,SRAJ,Sejahteraraya Anugrahjaya Tbk.,12.000.705.445,Utama
422,SRIL,Sri Rejeki Isman Tbk.,20.452.176.844,Pemantauan Khusus
423,SRSN,Indo Acidatama Tbk,6.020.000.000,Pengembangan
424,SRTG,Saratoga Investama Sedaya Tbk.,13.564.835.000,Utama
425,SSIA,Surya Semesta Internusa Tbk.,4.705.249.440,Utama
426,SSMS,Sawit Sumbermas Sarana Tbk.,9.525.000.000,Utama
427,SSTM,Sunson Textile Manufacture Tbk,1.170.909.181,Pemantauan Khusus
428,STAR,Buana Artha Anugerah Tbk.,4.800.000.602,Pengembangan
429,STTP,Siantar Top Tbk.,1.310.000.000,Pengembangan
430,SUGI,Sugih Energy Tbk.,24.811.541.414,Pemantauan Khusus
431,SULI,SLJ Global Tbk.,5.920.776.836,Pengembangan
432,SUPR,Solusi Tunas Pratama Tbk.,1.137.579.698,Pemantauan Khusus
433,TALF,Tunas Alfin Tbk.,1.353.435.000,Pengembangan
434,TARA,Agung Semesta Sejahtera Tbk.,10.069.645.750,Pemantauan Khusus
435,TAXI,Express Transindo Utama Tbk.,10.223.647.156,Pemantauan Khusus
436,TBIG,Tower Bersama Infrastructure T,22.656.999.445,Utama
437,TBLA,Tunas Baru Lampung Tbk.,6.025.373.372,Utama
438,TBMS,Tembaga Mulia Semanan Tbk.,734.680.000,Pengembangan
439,TCID,Mandom Indonesia Tbk.,402.133.334,Pengembangan
440,TELE,Omni Inovasi Indonesia Tbk.,7.310.929.389,Pemantauan Khusus
441,TFCO,Tifico Fiber Indonesia Tbk.,4.823.076.400,Pemantauan Khusus
442,TGKA,Tigaraksa Satria Tbk.,918.492.750,Pengembangan
443,TIFA,KDB Tifa Finance Tbk.,3.552.213.000,Pemantauan Khusus
444,TINS,Timah Tbk.,7.447.753.454,Utama
445,TIRA,Tira Austenite Tbk,588.000.000,Pengembangan
446,TIRT,Tirta Mahakam Resources Tbk,1.011.774.750,Pemantauan Khusus
447,TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,3.113.223.570,Utama
448,TLKM,Telkom Indonesia (Persero) Tbk,99.062.216.600,Utama
449,TMAS,Temas Tbk.,57.051.500.000,Utama
450,TMPO,Tempo Intimedia Tbk.,1.058.333.250,Pengembangan
451,TOBA,TBS Energi Utama Tbk.,8.167.826.970,Utama
452,TOTL,Total Bangun Persada Tbk.,3.410.000.000,Utama
453,TOTO,Surya Toto Indonesia Tbk.,10.320.000.000,Pengembangan
454,TOWR,Sarana Menara Nusantara Tbk.,51.014.625.000,Utama
455,TPIA,Chandra Asri Pacific Tbk.,86.511.545.092,Pengembangan
456,TPMA,Trans Power Marine Tbk.,3.507.420.034,Utama
457,TRAM,Trada Alam Minera Tbk.,49.643.627.934,Pemantauan Khusus
458,TRIL,Triwira Insanlestari Tbk.,1.200.000.000,Pemantauan Khusus
459,TRIM,Trimegah Sekuritas Indonesia T,7.109.300.000,Utama
460,TRIO,Trikomsel Oke Tbk.,26.007.494.645,Pemantauan Khusus
461,TRIS,Trisula International Tbk.,3.141.443.831,Pengembangan
462,TRST,Trias Sentosa Tbk.,2.808.000.000,Pengembangan
463,TRUS,Trust Finance Indonesia Tbk,800.000.000,Pengembangan
464,TSPC,Tempo Scan Pacific Tbk.,4.509.864.300,Utama
465,ULTJ,Ultrajaya Milk Industry & Trad,11.553.528.000,Utama
466,UNIC,Unggul Indah Cahaya Tbk.,383.331.363,Utama
467,UNIT,Nusantara Inti Corpora Tbk,75.422.200,Pemantauan Khusus
468,UNSP,Bakrie Sumatera Plantations Tb,2.500.162.344,Pemantauan Khusus
469,UNTR,United Tractors Tbk.,3.730.135.136,Utama
470,UNVR,Unilever Indonesia Tbk.,38.150.000.000,Utama
471,VICO,Victoria Investama Tbk.,15.217.075.658,Pengembangan
472,VINS,Victoria Insurance Tbk.,1.460.573.616,Pengembangan
473,VIVA,Visi Media Asia Tbk.,16.464.270.400,Pemantauan Khusus
474,VOKS,Voksel Electric Tbk.,4.155.602.595,Pengembangan
475,VRNA,Mizuho Leasing Indonesia Tbk.,5.687.353.997,Pengembangan
476,WAPO,Wahana Pronatural Tbk.,1.240.923.111,Pengembangan
477,WEHA,WEHA Transportasi Indonesia Tb,1.460.554.819,Pengembangan
478,WICO,Wicaksana Overseas Internation,2.393.710.348,Pemantauan Khusus
479,WIIM,Wismilak Inti Makmur Tbk.,2.099.873.760,Utama
480,WIKA,Wijaya Karya (Persero) Tbk.,39.873.063.858,Pengembangan
481,WINS,Wintermar Offshore Marine Tbk.,4.364.837.057,Utama
482,WOMF,Wahana Ottomitra Multiartha Tb,3.481.481.480,Pengembangan
483,WSKT,Waskita Karya (Persero) Tbk.,28.806.807.016,Pemantauan Khusus
484,WTON,Wijaya Karya Beton Tbk.,8.715.466.600,Utama
485,YPAS,Yanaprima Hastapersada Tbk,668.000.089,Pemantauan Khusus
486,YULE,Yulie Sekuritas Indonesia Tbk.,1.785.000.000,Pengembangan
487,ZBRA,Dosni Roha Indonesia Tbk.,2.510.706.263,Pengembangan
488,SHIP,Sillo Maritime Perdana Tbk.,2.719.790.000,Utama
489,CASA,Capital Financial Indonesia Tb,54.476.269.803,Pengembangan
490,DAYA,Duta Intidaya Tbk.,2.420.547.025,Pengembangan
491,DPUM,Dua Putra Utama Makmur Tbk.,4.175.000.000,Pemantauan Khusus
492,IDPR,Indonesia Pondasi Raya Tbk.,2.003.000.000,Pengembangan
493,JGLE,Graha Andrasentra Propertindo ,22.581.909.405,Pemantauan Khusus
494,KINO,Kino Indonesia Tbk.,1.428.571.500,Pengembangan
495,MARI,Mahaka Radio Integra Tbk.,5.252.644.000,Pengembangan
496,MKNT,Mitra Komunikasi Nusantara Tbk,5.500.000.000,Pemantauan Khusus
497,MTRA,Mitra Pemuda Tbk.,770.000.000,Pemantauan Khusus
498,PRDA,Prodia Widyahusada Tbk.,937.500.000,Utama
499,BOGA,Bintang Oto Global Tbk.,3.803.526.210,Pengembangan
500,BRIS,Bank Syariah Indonesia Tbk.,45.667.877.639,Utama
501,PORT,Nusantara Pelabuhan Handal Tbk,2.813.941.985,Pengembangan
502,CARS,Industri dan Perdagangan Bintr,15.000.000.000,Utama
503,MINA,Sanurhasta Mitra Tbk.,6.562.500.000,Pemantauan Khusus
504,FORZ,Forza Land Indonesia Tbk.,1.984.009.887,Pemantauan Khusus
505,CLEO,Sariguna Primatirta Tbk.,12.000.000.000,Utama
506,TAMU,Pelayaran Tamarin Samudra Tbk.,37.500.000.000,Pemantauan Khusus
507,CSIS,Cahayasakti Investindo Sukses ,1.307.000.000,Pemantauan Khusus
508,TGRA,Terregra Asia Energy Tbk.,2.750.000.000,Pemantauan Khusus
509,FIRE,Alfa Energi Investama Tbk.,1.475.363.179,Pengembangan
510,TOPS,Totalindo Eka Persada Tbk.,33.330.000.000,Pemantauan Khusus
511,KMTR,Kirana Megatara Tbk.,8.215.366.379,Pengembangan
512,ARMY,Armidian Karyatama Tbk.,9.006.250.000,Pemantauan Khusus
513,MAPB,MAP Boga Adiperkasa Tbk.,2.387.922.900,Pemantauan Khusus
514,WOOD,Integra Indocabinet Tbk.,6.437.500.000,Utama
515,HRTA,Hartadinata Abadi Tbk.,4.605.262.400,Utama
516,MABA,Marga Abhinaya Abadi Tbk.,15.365.229.912,Pemantauan Khusus
517,HOKI,Buyung Poetra Sembada Tbk.,9.677.752.680,Utama
518,MPOW,Megapower Makmur Tbk.,816.997.053,Pengembangan
519,MARK,Mark Dynamics Indonesia Tbk.,3.800.000.310,Utama
520,NASA,Andalan Perkasa Abadi Tbk.,11.004.929.322,Pemantauan Khusus
521,MDKI,Emdeki Utama Tbk.,2.530.150.002,Pengembangan
522,BELL,Trisula Textile Industries Tbk,7.250.000.000,Pengembangan
523,KIOS,Kioson Komersial Indonesia Tbk,1.075.862.960,Pengembangan
524,GMFI,Garuda Maintenance Facility Ae,28.233.511.500,Pemantauan Khusus
525,MTWI,Malacca Trust Wuwungan Insuran,2.924.486.639,Pengembangan
526,ZINC,Kapuas Prima Coal Tbk.,25.250.000.000,Pemantauan Khusus
527,MCAS,M Cash Integrasi Tbk.,867.933.300,Utama
528,PPRE,PP Presisi Tbk.,10.224.271.000,Pengembangan
529,WEGE,Wijaya Karya Bangunan Gedung T,9.572.000.000,Utama
530,PSSI,IMC Pelita Logistik Tbk.,5.417.063.153,Utama
531,MORA,Mora Telematika Indonesia Tbk.,23.646.668.691,Utama
532,DWGL,Dwi Guna Laksana Tbk.,9.252.820.991,Pengembangan
533,PBID,Panca Budi Idaman Tbk.,7.500.000.000,Utama
534,JMAS,Asuransi Jiwa Syariah Jasa Mit,1.000.000.000,Pengembangan
535,CAMP,Campina Ice Cream Industry Tbk,5.885.000.000,Pengembangan
536,IPCM,Jasa Armada Indonesia Tbk.,5.284.811.100,Pengembangan
537,PCAR,Prima Cakrawala Abadi Tbk.,1.166.666.700,Pengembangan
538,LCKM,LCK Global Kedaton Tbk.,1.000.000.000,Pengembangan
539,BOSS,Borneo Olah Sarana Sukses Tbk.,1.400.000.000,Pemantauan Khusus
540,HELI,Jaya Trishindo Tbk.,832.862.387,Pengembangan
541,JSKY,Sky Energy Indonesia Tbk.,2.032.540.000,Pemantauan Khusus
542,INPS,Indah Prakasa Sentosa Tbk.,650.000.000,Pengembangan
543,GHON,Gihon Telekomunikasi Indonesia,550.000.000,Pengembangan
544,TDPM,Tianrong Chemicals Industry Tb,10.485.050.500,Pemantauan Khusus
545,DFAM,Dafam Property Indonesia Tbk.,1.899.852.850,Pengembangan
546,NICK,Charnic Capital Tbk.,651.150.000,Pengembangan
547,BTPS,Bank BTPN Syariah Tbk.,7.626.663.000,Utama
548,SPTO,Surya Pertiwi Tbk.,2.700.000.000,Utama
549,PRIM,Royal Prima Tbk.,3.393.434.905,Pengembangan
550,HEAL,Medikaloka Hermina Tbk.,15.365.950.000,Utama
551,TRUK,Guna Timur Raya Tbk.,435.000.000,Pengembangan
552,PZZA,Sarimelati Kencana Tbk.,3.021.875.000,Pengembangan
553,TUGU,Asuransi Tugu Pratama Indonesi,3.555.575.600,Utama
554,MSIN,MNC Digital Entertainment Tbk.,60.676.178.205,Utama
555,SWAT,Sriwahana Adityakarta Tbk.,3.019.200.000,Pemantauan Khusus
556,KPAL,Steadfast Marine Tbk.,1.069.009.400,Pemantauan Khusus
557,TNCA,Trimuda Nuansa Citra Tbk.,421.640.000,Pengembangan
558,MAPA,Map Aktif Adiperkasa Tbk.,28.504.000.000,Utama
559,TCPI,Transcoal Pacific Tbk.,5.000.000.000,Pengembangan
560,IPCC,Indonesia Kendaraan Terminal T,1.818.384.820,Utama
561,RISE,Jaya Sukses Makmur Sentosa Tbk,10.945.000.000,Pengembangan
562,BPTR,Batavia Prosperindo Trans Tbk.,3.534.000.000,Pengembangan
563,POLL,Pollux Properties Indonesia Tb,8.318.823.600,Pengembangan
564,NFCX,NFC Indonesia Tbk.,666.667.500,Pengembangan
565,MGRO,Mahkota Group Tbk.,3.554.445.700,Pengembangan
566,NUSA,Sinergi Megah Internusa Tbk.,7.700.000.148,Pemantauan Khusus
567,FILM,MD Entertainment Tbk.,9.897.787.962,Utama
568,ANDI,Andira Agro Tbk.,9.350.000.000,Pemantauan Khusus
569,LAND,Trimitra Propertindo Tbk.,2.792.620.000,Pemantauan Khusus
570,MOLI,Madusari Murni Indah Tbk.,2.724.036.581,Pengembangan
571,PANI,Pantai Indah Kapuk Dua Tbk.,16.883.595.500,Pengembangan
572,DIGI,Arkadia Digital Media Tbk.,1.625.000.000,Pemantauan Khusus
573,CITY,Natura City Developments Tbk.,5.405.188.966,Pengembangan
574,SAPX,Satria Antaran Prima Tbk.,833.333.300,Pengembangan
575,KPAS,Cottonindo Ariesta Tbk.,768.043.253,Pemantauan Khusus
576,SURE,Super Energy Tbk.,1.497.576.771,Pengembangan
577,HKMU,HK Metals Utama Tbk.,3.221.750.000,Pemantauan Khusus
578,MPRO,Maha Properti Indonesia Tbk.,9.942.500.000,Pengembangan
579,DUCK,Jaya Bersama Indo Tbk.,1.283.330.000,Pemantauan Khusus
580,GOOD,Garudafood Putra Putri Jaya Tb,36.897.901.455,Utama
581,SKRN,Superkrane Mitra Utama Tbk.,7.500.000.000,Pengembangan
582,YELO,Yelooo Integra Datanet Tbk.,1.912.774.405,Pemantauan Khusus
583,CAKK,Cahayaputra Asa Keramik Tbk.,1.203.300.219,Pengembangan
584,SATU,Kota Satu Properti Tbk.,1.375.000.000,Pengembangan
585,SOSS,Shield On Service Tbk.,799.414.231,Pemantauan Khusus
586,DEAL,Dewata Freightinternational Tb,1.146.170.959,Pemantauan Khusus
587,POLA,Pool Advista Finance Tbk.,3.351.075.600,Pemantauan Khusus
588,DIVA,Distribusi Voucher Nusantara T,1.428.571.400,Pengembangan
589,LUCK,Sentral Mitra Informatika Tbk.,715.749.640,Pengembangan
590,URBN,Urban Jakarta Propertindo Tbk.,3.232.122.640,Pengembangan
591,SOTS,Satria Mega Kencana Tbk.,1.000.003.979,Pengembangan
592,ZONE,Mega Perintis Tbk.,870.171.478,Pengembangan
593,PEHA,Phapros Tbk.,840.000.000,Pengembangan
594,FOOD,Sentra Food Indonesia Tbk.,650.000.000,Pengembangan
595,BEEF,Estika Tata Tiara Tbk.,7.186.061.591,Pengembangan
596,POLI,Pollux Hotels Group Tbk.,2.010.526.400,Pemantauan Khusus
597,CLAY,Citra Putra Realty Tbk.,2.570.000.000,Pemantauan Khusus
598,NATO,Surya Permata Andalan Tbk.,8.001.111.504,Pengembangan
599,JAYA,Armada Berjaya Trans Tbk.,798.499.394,Pengembangan
600,COCO,Wahana Interfood Nusantara Tbk,889.863.981,Pengembangan
601,MTPS,Meta Epsi Tbk.,2.084.850.829,Pemantauan Khusus
602,CPRI,Capri Nusa Satu Properti Tbk.,2.433.379.958,Pemantauan Khusus
603,HRME,Menteng Heritage Realty Tbk.,5.958.750.000,Pemantauan Khusus
604,POSA,Bliss Properti Indonesia Tbk.,8.388.870.206,Pemantauan Khusus
605,JAST,Jasnita Telekomindo Tbk.,1.082.575.738,Pemantauan Khusus
606,FITT,Hotel Fitra International Tbk.,1.304.272.051,Pengembangan
607,BOLA,Bali Bintang Sejahtera Tbk.,6.000.000.000,Utama
608,CCSI,Communication Cable Systems In,1.199.999.998,Pengembangan
609,SFAN,Surya Fajar Capital Tbk.,1.359.934.021,Pengembangan
610,POLU,Golden Flower Tbk.,750.000.000,Pengembangan
611,KJEN,Krida Jaringan Nusantara Tbk.,500.000.000,Pengembangan
612,KAYU,Darmi Bersaudara Tbk.,665.000.000,Pemantauan Khusus
613,ITIC,Indonesian Tobacco Tbk.,940.720.000,Pengembangan
614,PAMG,Bima Sakti Pertiwi Tbk.,3.125.000.000,Pengembangan
615,IPTV,MNC Vision Networks Tbk.,42.197.950.841,Pemantauan Khusus
616,BLUE,Berkah Prima Perkasa Tbk.,418.000.000,Pengembangan
617,ENVY,Envy Technologies Indonesia Tb,1.800.000.000,Pemantauan Khusus
618,EAST,Eastparc Hotel Tbk.,4.126.405.336,Pengembangan
619,LIFE,MSIG Life Insurance Indonesia ,2.100.000.000,Pengembangan
620,FUJI,Fuji Finance Indonesia Tbk.,1.300.000.000,Pengembangan
621,KOTA,DMS Propertindo Tbk.,10.546.185.701,Pemantauan Khusus
622,INOV,Inocycle Technology Group Tbk.,1.808.221.900,Pengembangan
623,ARKA,Arkha Jayanti Persada Tbk.,2.000.000.000,Pemantauan Khusus
624,SMKL,Satyamitra Kemas Lestari Tbk.,3.418.085.290,Pengembangan
625,HDIT,Hensel Davest Indonesia Tbk.,1.524.680.000,Pemantauan Khusus
626,KEEN,Kencana Energi Lestari Tbk.,3.666.312.500,Utama
627,BAPI,Bhakti Agung Propertindo Tbk.,5.591.980.103,Pemantauan Khusus
628,TFAS,Telefast Indonesia Tbk.,1.666.666.500,Pengembangan
629,GGRP,Gunung Raja Paksi Tbk.,12.111.376.157,Pemantauan Khusus
630,OPMS,Optima Prima Metal Sinergi Tbk,1.000.000.000,Pengembangan
631,NZIA,Nusantara Almazia Tbk.,2.197.540.705,Pengembangan
632,SLIS,Gaya Abadi Sempurna Tbk.,2.463.335.910,Pengembangan
633,PURE,Trinitan Metals and Minerals T,1.375.181.505,Pemantauan Khusus
634,IRRA,Itama Ranoraya Tbk.,1.600.000.000,Pengembangan
635,DMMX,Digital Mediatama Maxima Tbk.,7.692.307.700,Pengembangan
636,SINI,Singaraja Putra Tbk.,481.000.000,Pemantauan Khusus
637,WOWS,Ginting Jaya Energi Tbk.,2.475.720.000,Pemantauan Khusus
638,ESIP,Sinergi Inti Plastindo Tbk.,1.109.953.847,Pemantauan Khusus
639,TEBE,Dana Brata Luhur Tbk.,1.285.000.000,Utama
640,KEJU,Mulia Boga Raya Tbk.,1.500.000.000,Pengembangan
641,PSGO,Palma Serasih Tbk.,18.850.000.000,Utama
642,AGAR,Asia Sejahtera Mina Tbk.,1.000.000.000,Pengembangan
643,IFSH,Ifishdeco Tbk.,2.125.000.000,Pengembangan
644,REAL,Repower Asia Indonesia Tbk.,6.633.610.151,Pemantauan Khusus
645,IFII,Indonesia Fibreboard Industry ,9.412.000.000,Pengembangan
646,PMJS,Putra Mandiri Jembar Tbk.,13.755.600.000,Pengembangan
647,UCID,Uni-Charm Indonesia Tbk.,4.156.572.300,Utama
648,GLVA,Galva Technologies Tbk.,1.500.000.000,Pengembangan
649,PGJO,Tourindo Guide Indonesia Tbk.,772.459.095,Akselerasi
650,AMAR,Bank Amar Indonesia Tbk.,18.197.283.760,Pengembangan
651,CSRA,Cisadane Sawit Raya Tbk.,2.050.000.000,Pengembangan
652,INDO,Royalindo Investa Wijaya Tbk.,4.382.904.690,Pengembangan
653,AMOR,Ashmore Asset Management Indon,2.222.222.400,Pengembangan
654,TRIN,Perintis Triniti Properti Tbk.,4.551.457.346,Pengembangan
655,DMND,Diamond Food Indonesia Tbk.,9.468.359.000,Pemantauan Khusus
656,PURA,Putra Rajawali Kencana Tbk.,6.301.930.902,Pemantauan Khusus
657,PTPW,Pratama Widya Tbk.,878.187.500,Pengembangan
658,TAMA,Lancartama Sejati Tbk.,1.200.000.696,Pemantauan Khusus
659,IKAN,Era Mandiri Cemerlang Tbk.,833.333.000,Pemantauan Khusus
660,AYLS,Agro Yasa Lestari Tbk.,853.423.236,Pengembangan
661,DADA,Diamond Citra Propertindo Tbk.,7.431.530.800,Pemantauan Khusus
662,ASPI,Andalan Sakti Primaindo Tbk.,681.823.317,Pengembangan
663,ESTA,Esta Multi Usaha Tbk.,2.425.354.179,Pengembangan
664,BESS,Batulicin Nusantara Maritim Tb,3.440.455.528,Pengembangan
665,AMAN,Makmur Berkah Amanda Tbk.,3.873.500.000,Pengembangan
666,CARE,Metro Healthcare Indonesia Tbk,33.250.000.000,Pengembangan
667,SAMF,Saraswanti Anugerah Makmur Tbk,5.125.000.000,Utama
668,SBAT,Sejahtera Bintang Abadi Textil,4.752.982.378,Pemantauan Khusus
669,KBAG,Karya Bersama Anugerah Tbk.,7.150.002.603,Pemantauan Khusus
670,CBMF,Cahaya Bintang Medan Tbk.,1.875.000.000,Pemantauan Khusus
671,RONY,Aesler Grup Internasional Tbk.,1.250.000.000,Pemantauan Khusus
672,CSMI,Cipta Selera Murni Tbk.,816.061.500,Pemantauan Khusus
673,BBSS,Bumi Benowo Sukses Sejahtera T,4.800.016.020,Pengembangan
674,BHAT,Bhakti Multi Artha Tbk.,5.000.000.000,Pengembangan
675,CASH,Cashlez Worldwide Indonesia Tb,1.431.125.517,Akselerasi
676,TECH,Indosterling Technomedia Tbk.,1.256.300.000,Pemantauan Khusus
677,EPAC,Megalestari Epack Sentosaraya ,3.303.400.000,Pemantauan Khusus
678,UANG,Pakuan Tbk.,1.210.000.000,Pengembangan
679,PGUN,Pradiksi Gunatama Tbk.,5.737.848.882,Pemantauan Khusus
680,SOFA,Boston Furniture Industries Tb,1.653.574.499,Akselerasi
681,PPGL,Prima Globalindo Logistik Tbk.,771.178.020,Akselerasi
682,TOYS,Sunindo Adipersada Tbk.,1.435.000.712,Pemantauan Khusus
683,SGER,Sumber Global Energy Tbk.,15.586.909.438,Pengembangan
684,TRJA,Transkon Jaya Tbk.,1.510.200.000,Pengembangan
685,PNGO,Pinago Utama Tbk.,781.250.000,Pengembangan
686,SCNP,Selaras Citra Nusantara Perkas,2.500.000.000,Pengembangan
687,BBSI,Krom Bank Indonesia Tbk.,3.637.976.068,Pengembangan
688,KMDS,Kurniamitra Duta Sentosa Tbk.,800.000.000,Pengembangan
689,PURI,Puri Global Sukses Tbk.,1.000.000.000,Pengembangan
690,SOHO,Soho Global Health Tbk.,12.691.682.390,Pengembangan
691,HOMI,Grand House Mulia Tbk.,1.575.000.000,Pengembangan
692,ROCK,Rockfields Properti Indonesia ,1.435.185.100,Pemantauan Khusus
693,ENZO,Morenzo Abadi Perkasa Tbk.,2.162.547.122,Pemantauan Khusus
694,PLAN,Planet Properindo Jaya Tbk.,896.709.596,Akselerasi
695,PTDU,Djasa Ubersakti Tbk.,1.500.000.000,Pemantauan Khusus
696,ATAP,Trimitra Prawara Goldland Tbk.,1.250.000.000,Pemantauan Khusus
697,VICI,Victoria Care Indonesia Tbk.,6.708.000.000,Utama
698,PMMP,Panca Mitra Multiperdana Tbk.,2.588.300.000,Pengembangan
699,WIFI,Solusi Sinergi Digital Tbk.,2.359.355.118,Pengembangan
700,FAPA,FAP Agri Tbk.,3.629.411.800,Pengembangan
701,DCII,DCI Indonesia Tbk.,2.383.745.900,Pengembangan
702,KETR,Ketrosden Triasmitra Tbk.,2.841.262.838,Pengembangan
703,DGNS,Diagnos Laboratorium Utama Tbk,1.250.000.000,Pengembangan
704,UFOE,Damai Sejahtera Abadi Tbk.,2.287.500.000,Pengembangan
705,BANK,Bank Aladin Syariah Tbk.,14.621.940.588,Utama
706,WMUU,Widodo Makmur Unggas Tbk.,12.941.176.500,Pemantauan Khusus
707,EDGE,Indointernet Tbk.,2.020.250.000,Pengembangan
708,UNIQ,Ulima Nitra Tbk.,3.138.983.000,Utama
709,BEBS,Berkah Beton Sadaya Tbk.,45.000.000.000,Pemantauan Khusus
710,SNLK,Sunter Lakeside Hotel Tbk.,450.000.000,Pengembangan
711,ZYRX,Zyrexindo Mandiri Buana Tbk.,1.333.334.556,Pengembangan
712,LFLO,Imago Mulia Persada Tbk.,1.307.734.937,Akselerasi
713,FIMP,Fimperkasa Utama Tbk.,400.000.975,Pemantauan Khusus
714,TAPG,Triputra Agro Persada Tbk.,19.852.540.000,Utama
715,NPGF,Nusa Palapa Gemilang Tbk.,3.240.235.840,Pemantauan Khusus
716,LUCY,Lima Dua Lima Tiga Tbk.,1.514.773.893,Akselerasi
717,ADCP,Adhi Commuter Properti Tbk.,22.222.222.200,Pengembangan
718,HOPE,Harapan Duta Pertiwi Tbk.,2.130.360.203,Pemantauan Khusus
719,MGLV,Panca Anugrah Wisesa Tbk.,1.904.883.411,Akselerasi
720,TRUE,Triniti Dinamik Tbk.,7.571.107.860,Pemantauan Khusus
721,LABA,Green Power Group Tbk.,1.103.402.553,Pengembangan
722,ARCI,Archi Indonesia Tbk.,24.835.000.000,Pengembangan
723,IPAC,Era Graharealty Tbk.,949.868.500,Akselerasi
724,MASB,Bank Multiarta Sentosa Tbk.,1.387.737.233,Pengembangan
725,BMHS,Bundamedik Tbk.,8.603.416.176,Utama
726,FLMC,Falmaco Nonwoven Industri Tbk.,781.250.000,Akselerasi
727,NICL,PAM Mineral Tbk.,10.635.644.907,Pengembangan
728,UVCR,Trimegah Karya Pratama Tbk.,2.000.144.838,Pengembangan
729,BUKA,Bukalapak.com Tbk.,103.121.636.167,Ekonomi Baru
730,HAIS,Hasnur Internasional Shipping ,2.626.250.000,Pengembangan
731,OILS,Indo Oil Perkasa Tbk.,454.056.563,Pengembangan
732,GPSO,Geoprima Solusi Tbk.,666.741.103,Pengembangan
733,MCOL,Prima Andalan Mandiri Tbk.,3.555.560.000,Utama
734,RSGK,Kedoya Adyaraya Tbk.,929.675.000,Utama
735,RUNS,Global Sukses Solusi Tbk.,983.557.875,Akselerasi
736,SBMA,Surya Biru Murni Acetylene Tbk,929.926.282,Pengembangan
737,CMNT,Cemindo Gemilang Tbk.,17.125.504.000,Utama
738,GTSI,GTS Internasional Tbk.,15.819.142.767,Pemantauan Khusus
739,IDEA,Idea Indonesia Akademi Tbk.,1.062.437.500,Akselerasi
740,KUAS,Ace Oldfields Tbk.,1.292.808.150,Pengembangan
741,BOBA,Formosa Ingredient Factory Tbk,1.155.750.000,Pengembangan
